Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,28265,-,-,India,26.55,75.55,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag,,,,,,,,,,,,,,
2014,2,26,20,30,0,0,0,0,0,0,9,20.9085225321,972.5537109375,48.0144181696,118.2321442028,2.3169765923,0,57.6820411682,3.8948361874,0,,,,,,,,,,,,,,
2014,2,26,21,30,0,0,0,0,0,0,9,20.1111195716,972.8745727539,50.5619398763,131.4891852957,2.3362476842,0,67.9756011963,3.593485117,0,,,,,,,,,,,,,,
2014,2,26,22,30,0,0,0,0,0,0,9,19.2513268741,972.6593017578,54.7137008584,144.2246112054,2.3485545057,0,77.3697052002,3.3199651241,0,,,,,,,,,,,,,,
2014,2,26,23,30,0,0,0,0,0,0,10,18.3761467566,972.1484375,61.5484372933,155.4221244569,2.3554238922,0,84.800163269,3.0704474449,0,,,,,,,,,,,,,,
2014,2,27,0,30,0,0,0,0,0,0,12,17.570082271,971.9299926758,70.8657799598,161.8098251744,2.3514718256,0,89.8585357666,2.8012347221,0,,,,,,,,,,,,,,
2014,2,27,1,30,0,0,0,0,0,0,13,16.9034542279,971.4102172852,81.2680419832,158.5002104058,2.3287525547,0,93.9434432983,2.526945591,0,,,,,,,,,,,,,,
2014,2,27,2,30,0,0,0,0,0,0,14,16.4659074307,970.9833984375,90.5899141862,148.4189376591,2.2888517498,0,96.6298828125,2.3539202213,0,,,,,,,,,,,,,,
2014,2,27,3,30,0,0,0,0,0,0,15,16.0883028872,970.6361694336,98.0446460843,136.0386670443,2.2175794453,0,98.7695770264,2.2191591263,0,,,,,,,,,,,,,,
2014,2,27,4,30,0,0,0,0,0,0,15,15.8130796862,970.8840942383,100,122.8973569298,2.1500234626,0,100.01612854,2.1037886143,0,,,,,,,,,,,,,,
2014,2,27,5,30,0,0,0,0,0,0,15,15.8023898148,971.2677001953,100,109.5064737911,2.0882079983,0,99.2699584961,1.9875371456,0,,,,,,,,,,,,,,
2014,2,27,6,30,0,0,0,0,0,0,15,16.1981615067,971.9252319336,96.2649006471,96.1074095124,2.0403540389,0,97.170173645,1.7557878494,0,,,,,,,,,,,,,,
2014,2,27,7,30,57,47,63,50,135,67,15,17.512764945,972.5745849609,87.5541805427,82.8801054431,2.0167461997,0,94.5556030273,1.4300692081,0,,,,,,,,,,,,,,
2014,2,27,8,30,131,425,277,131,425,277,15,19.8391455661,973.5491333008,78.0821080837,70.0402913403,2.0016606906,0,92.9811019897,1.0648039579,0,,,,,,,,,,,,,,
2014,2,27,9,30,177,588,490,177,588,490,15,23.575888435,974.1871948242,59.885792931,57.9219210541,1.9897096131,0,119.9874572754,0.7773903012,0,,,,,,,,,,,,,,
2014,2,27,10,30,205,680,668,205,680,668,12,26.3376096963,973.7188720703,42.5828311386,47.144074716,1.9653128099,0,185.8618164063,0.8648005724,0,,,,,,,,,,,,,,
2014,2,27,11,30,221,729,789,221,729,789,10,27.320876481,972.8680419922,35.865928002,38.8812507093,1.9206778895,0,221.912689209,1.0360301733,0,,,,,,,,,,,,,,
2014,2,27,12,30,228,749,842,228,749,842,9,28.4793674297,971.7438964844,30.4803416689,34.989989892,1.826765423,0,248.9831695557,1.1307278872,0,,,,,,,,,,,,,,
2014,2,27,13,30,225,743,820,225,743,820,7,29.1707897993,970.5952148438,26.2920428434,36.8899380975,1.7367927162,0,268.657043457,1.3073422909,0,,,,,,,,,,,,,,
2014,2,27,14,30,213,708,724,213,708,724,6,28.8633903305,969.3306274414,24.6657256079,43.8304541126,1.6995006184,0,293.099822998,1.3284620047,0,,,,,,,,,,,,,,
2014,2,27,15,30,190,634,564,190,634,564,5,27.7100858158,969.3005981445,24.9961824583,53.8850913414,1.6981906736,0,325.1426696777,1.425036788,0,,,,,,,,,,,,,,
2014,2,27,16,30,151,500,358,151,500,358,5,25.7501026669,969.3226928711,27.2745718408,65.6169564589,1.7306212416,0,353.7237243652,1.6643196344,0,,,,,,,,,,,,,,
2014,2,27,17,30,96,155,128,85,258,138,6,22.8589440466,969.8278198242,33.7897231188,78.2453175717,1.790872264,0,24.8452148438,2.2105584145,0,,,,,,,,,,,,,,
2014,2,27,18,30,0,0,0,0,0,0,6,21.329316378,970.4506835938,37.701038041,91.35774177,1.8657389148,0,43.925693512,2.8560965061,0,,,,,,,,,,,,,,
2014,2,27,19,30,0,0,0,0,0,0,6,20.5989923334,971.2363891602,40.2262829323,104.7069987963,1.9439343656,0,58.1325836182,3.2458834648,0,,,,,,,,,,,,,,
2014,2,27,20,30,0,0,0,0,0,0,7,19.7829844716,971.9487915039,45.1586960052,118.1079817329,2.0191500897,0,71.4095153809,3.2338941097,0,,,,,,,,,,,,,,
2014,2,27,21,30,0,0,0,0,0,0,9,18.8255690663,972.3458862305,53.2564885545,131.3495756528,2.0890307323,0,85.1216888428,3.0567626953,0,,,,,,,,,,,,,,
2014,2,27,22,30,0,0,0,0,0,0,11,17.8222589621,972.6618652344,64.9737311703,144.0467883958,2.160921533,0,97.7273406982,2.8653547764,0,,,,,,,,,,,,,,
2014,2,27,23,30,0,0,0,0,0,0,13,16.9335205057,972.3326416016,78.060806221,155.1638340381,2.218697945,0,108.8235473633,2.6824653149,0,,,,,,,,,,,,,,
2014,2,28,0,30,0,0,0,0,0,0,14,16.1525792117,972.2693481445,90.1906627822,161.4425535228,2.2443616296,0,117.2358627319,2.5248281956,0,,,,,,,,,,,,,,
2014,2,28,1,30,0,0,0,0,0,0,15,15.5547484702,971.4903564453,98.1645443854,158.1561125672,2.2407583127,0,122.0912322998,2.3639450073,0,,,,,,,,,,,,,,
2014,2,28,2,30,0,0,0,0,0,0,15,15.1217203241,970.8563842773,100,148.1505565603,2.2186791013,0,118.6799545288,2.127266407,0,,,,,,,,,,,,,,
2014,2,28,3,30,0,0,0,0,0,0,15,15.3811086461,970.0848388672,97.6182516442,135.8131745749,2.1869512611,0,107.3947296143,1.8421653509,0,,,,,,,,,,,,,,
2014,2,28,4,30,0,0,0,0,0,0,14,15.6007329754,970.0350341797,93.5245057217,122.6912329341,2.152693746,0,94.0919189453,1.5880082846,0,,,,,,,,,,,,,,
2014,2,28,5,30,0,0,0,0,0,0,14,15.4536689764,970.2876586914,92.5421209496,109.3058540362,2.1346815021,0,82.4039306641,1.5595480204,0,,,,,,,,,,,,,,
2014,2,28,6,30,0,0,0,0,0,0,14,15.3980569943,970.6546630859,91.5509549644,95.9026859644,2.1297104826,0,73.5580291748,1.6214776039,0,,,,,,,,,,,,,,
2014,2,28,7,30,62,37,67,52,139,70,14,16.5641754382,971.3189086914,84.9520617731,82.6629906054,2.1402124284,0,70.1690979004,1.79327631,0,,,,,,,,,,,,,,
2014,2,28,8,30,49,0,49,132,426,279,14,19.3429858422,972.3699951172,71.8323927148,69.8019525944,2.1633549109,0,71.1777572632,1.868888855,0,,,,,,,,,,,,,,
2014,2,28,9,30,113,0,113,178,587,492,13,22.5855992104,972.7119140625,55.2329173659,57.6520351932,2.1770174362,0,80.4579696655,2.0099415779,0,,,,,,,,,,,,,,
2014,2,28,10,30,114,0,114,205,677,669,12,24.4080741269,972.5256958008,46.0060652628,46.8314812422,2.1887323789,0,92.5608139038,1.8510516882,0,,,,,,,,,,,,,,
2014,2,28,11,30,383,508,781,221,725,788,12,24.5258434365,972.0424804688,45.6562837246,38.5221609265,2.187346475,0,105.5032348633,1.2788590193,0,,,,,,,,,,,,,,
2014,2,28,12,30,227,743,839,227,743,839,11,24.3315888285,971.0093383789,44.7577218077,34.6106532595,2.1536494217,0,134.001739502,0.6160256267,0,,,,,,,,,,,,,,
2014,2,28,13,30,224,737,817,224,737,817,10,24.2249014901,970.1491699219,42.8256708202,36.5470060067,2.0665792743,0,201.0258178711,0.3502949476,0,,,,,,,,,,,,,,
2014,2,28,14,30,213,703,723,213,703,723,10,24.1253126597,969.3413696289,41.0918066678,43.554043242,1.9427776904,0,241.5572967529,0.1245119646,0,,,,,,,,,,,,,,
2014,2,28,15,30,285,338,486,190,632,564,9,23.3646980278,969.3271484375,41.4267335212,53.6679238042,1.8699525852,0,62.7577438354,0.372733146,0,,,,,,,,,,,,,,
2014,2,28,16,30,151,500,360,151,500,360,9,21.9061741763,969.5221557617,44.3706753815,65.4423934151,1.8444505979,0,73.7619018555,1.1589109898,0,,,,,,,,,,,,,,
2014,2,28,17,30,98,163,132,86,261,140,10,19.6943030932,969.9824829102,55.1428765406,78.0990740518,1.8545987126,0,79.004699707,2.3510916233,0,,,,,,,,,,,,,,
2014,2,28,18,30,0,0,0,0,0,0,10,18.3973452587,970.6915893555,61.9400487431,91.2286527157,1.8619433207,0,82.5808334351,3.2918128967,0,,,,,,,,,,,,,,
2014,2,28,19,30,0,0,0,0,0,0,11,17.5705133658,971.6079711914,68.683858559,104.5854412251,1.8913343955,0,85.3352813721,3.7017445564,0,,,,,,,,,,,,,,
2014,2,28,20,30,0,0,0,0,0,0,12,16.8087387706,972.0912475586,75.0336112983,117.9838132767,1.9154866959,0,88.8881607056,3.552011013,0,,,,,,,,,,,,,,
2014,2,28,21,30,0,0,0,0,0,0,12,16.1554202848,972.1948852539,78.922553286,131.2091206526,1.9128817389,0,91.8955459595,3.1745378971,0,,,,,,,,,,,,,,
2014,2,28,22,30,0,0,0,0,0,0,12,15.5257270521,971.9711303711,81.9184396186,143.8670065108,1.913748353,0,94.3017349243,2.7178678513,0,,,,,,,,,,,,,,
2014,2,28,23,30,0,0,0,0,0,0,12,14.9446426395,971.572265625,84.7589599918,154.9026015032,1.9153153866,0,97.0733718872,2.2089490891,0,,,,,,,,,,,,,,
2014,3,1,0,30,0,0,0,0,0,0,12,14.4376232696,971.0999145508,87.4269533342,161.0731598313,1.9091260511,0,101.4051055908,1.6997491121,0,,,,,,,,,,,,,,
2014,3,1,1,30,0,0,0,0,0,0,12,14.0181124727,970.6605834961,89.6770761712,157.8080749472,1.8919530105,0,108.4727325439,1.2344421148,0,,,,,,,,,,,,,,
2014,3,1,2,30,0,0,0,0,0,0,12,13.6002590769,970.0837402344,92.1206381164,147.8771704071,1.8637939234,0,113.8571395874,1.0547146797,0,,,,,,,,,,,,,,
2014,3,1,3,30,0,0,0,0,0,0,12,13.1753888768,969.9298095703,94.7219583678,135.5830665667,1.8390515543,0,113.1660003662,0.9954485893,0,,,,,,,,,,,,,,
2014,3,1,4,30,0,0,0,0,0,0,12,12.7661520093,970.5278930664,97.2187045521,122.4810682795,1.8220281553,0,109.7053909302,0.9578742981,0,,,,,,,,,,,,,,
2014,3,1,5,30,0,0,0,0,0,0,12,12.3904462499,971.1785888672,99.5727621093,109.1017122192,1.8030313099,0,106.010307312,0.943769753,0,,,,,,,,,,,,,,
2014,3,1,6,30,0,0,0,0,0,0,12,12.7700541541,971.7293701172,97.1493417359,95.6948849387,1.7752288005,0,100.0605773926,0.9420121908,0,,,,,,,,,,,,,,
2014,3,1,7,30,59,83,70,56,135,74,12,15.6173793448,972.6993408203,82.2891426398,82.4431740027,1.7392310044,0,91.4183654785,0.8677268028,0,,,,,,,,,,,,,,
2014,3,1,8,30,133,440,287,133,440,287,11,19.6112179358,973.7166748047,59.2565346663,69.5612259726,1.7008957111,0,83.3205871582,0.6979840994,0,,,,,,,,,,,,,,
2014,3,1,9,30,177,608,505,177,608,505,9,23.1201351728,974.5056152344,42.2728811118,57.3799638143,1.6733460002,0,78.5555267334,0.4334101677,0,,,,,,,,,,,,,,
2014,3,1,10,30,203,700,685,203,700,685,8,24.9879079804,974.3482666016,35.5040399068,46.5167057902,1.6428593158,0,60.190864563,0.0509453677,0,,,,,,,,,,,,,,
2014,3,1,11,30,217,749,807,217,749,807,7,26.2260802706,973.9723510742,29.8636853428,38.1606849405,1.6157052388,0,274.3540039063,0.4047830105,0,,,,,,,,,,,,,,
2014,3,1,12,30,223,768,858,223,768,858,5,26.7622600956,973.0798950195,26.4429697452,34.2292411141,1.5686404877,0,282.0118713379,0.8445404172,0,,,,,,,,,,,,,,
2014,3,1,13,30,302,617,800,221,761,835,4,26.8948002772,972.1448974609,24.4879369785,36.2036207415,1.5037246286,0,290.9007263184,1.2040789127,0,,,,,,,,,,,,,,
2014,3,1,14,30,330,423,638,210,726,738,3,26.3448224332,971.2439575195,23.6947223025,43.2787006765,1.4388173014,0,299.6969604492,1.4600688219,0,,,,,,,,,,,,,,
2014,3,1,15,30,291,188,403,188,653,577,3,25.2468209213,971.2362060547,23.9180105191,53.4524279479,1.3896520168,0,309.8469543457,1.5839428902,0,,,,,,,,,,,,,,
2014,3,1,16,30,186,403,355,152,518,369,2,23.3660261097,971.6615600586,25.8859390721,65.2695337525,1.348423729,0,321.1500854492,1.6608361006,0,,,,,,,,,,,,,,
2014,3,1,17,30,94,200,136,90,265,145,5,20.4528591675,972.1387329102,37.1615740361,77.9543026542,1.3193213332,0,345.6033630371,1.8130335808,0,,,,,,,,,,,,,,
2014,3,1,18,30,0,0,0,0,0,0,5,19.0100208036,972.7955932617,41.497436912,91.1006524882,1.3014194979,0,4.9420089722,2.1882433891,0,,,,,,,,,,,,,,
2014,3,1,19,30,0,0,0,0,0,0,4,18.2293732882,973.9225463867,41.5650204125,104.4644799678,1.2907397229,0,17.5078964233,2.5117294788,0,,,,,,,,,,,,,,
2014,3,1,20,30,0,0,0,0,0,0,4,17.4420679663,974.3936767578,42.9595420512,117.8596054284,1.2777567663,0,28.8363265991,2.6391682625,0,,,,,,,,,,,,,,
2014,3,1,21,30,0,0,0,0,0,0,4,16.6563223138,974.673034668,44.6975011574,131.0677836823,1.2567852324,0,38.8696632385,2.6320896149,0,,,,,,,,,,,,,,
2014,3,1,22,30,0,0,0,0,0,0,4,15.8787370423,974.1957397461,46.4508776142,143.6852429634,1.229632614,0,46.6145362854,2.5170695782,0,,,,,,,,,,,,,,
2014,3,1,23,30,0,0,0,0,0,0,4,15.1589314952,974.0274658203,48.2523836275,154.6384650505,1.1999260296,0,53.4732894897,2.2555062771,0,,,,,,,,,,,,,,
2014,3,2,0,30,0,0,0,0,0,0,4,14.5223532305,973.8341674805,49.7145482728,160.701736292,1.1703206963,0,60.3894538879,1.96687603,0,,,,,,,,,,,,,,
2014,3,2,1,30,0,0,0,0,0,0,3,13.9233497297,973.2573242188,49.6549673345,157.4562973325,1.1376524814,0,65.0464019775,1.8104691505,0,,,,,,,,,,,,,,
2014,3,2,2,30,0,0,0,0,0,0,4,13.3666985334,973.2249145508,54.4616315245,147.5989533747,1.1073314977,0,59.8233833313,1.7044687271,0,,,,,,,,,,,,,,
2014,3,2,3,30,0,0,0,0,0,0,3,12.8595445251,973.1390991211,52.1396410177,135.3484786491,1.0919861104,0,48.6514015198,1.6454260349,0,,,,,,,,,,,,,,
2014,3,2,4,30,0,0,0,0,0,0,3,12.4176020187,973.5869140625,56.3683864619,122.2669831689,1.0913152437,0,40.4289550781,1.6502763033,0,,,,,,,,,,,,,,
2014,3,2,5,30,0,0,0,0,0,0,2,12.0422156996,974.2835693359,53.2399655493,108.8941647833,1.0915646222,0,38.6666793823,1.6116933823,0,,,,,,,,,,,,,,
2014,3,2,6,30,0,0,0,0,0,0,4,12.4927574469,975.0533447266,57.3091935491,95.4841248375,1.083069632,0,43.0072441101,1.4991525412,0,,,,,,,,,,,,,,
2014,3,2,7,30,61,91,74,59,148,79,1,15.8708849029,975.8557739258,39.0748966403,82.2207848376,1.0664321263,0,52.3423728943,1.2192468643,0,,,,,,,,,,,,,,
2014,3,2,8,30,146,406,290,137,459,299,2,19.9053026752,976.7135009766,31.0234725085,69.3182420185,1.0483968706,0,64.8711166382,0.9361544847,0,,,,,,,,,,,,,,
2014,3,2,9,30,193,566,501,180,626,520,1,24.1050863905,977.2931518555,22.2376561952,57.1058458269,1.0481315598,0,49.0235481262,0.5762639642,0,,,,,,,,,,,,,,
2014,3,2,10,30,224,663,683,206,718,703,0,26.2666132273,977.2755737305,18.6934768878,46.1998903862,1.053012243,0,65.0788421631,0.1463416815,0,,,,,,,,,,,,,,
2014,3,2,11,30,215,758,814,220,765,825,0,27.6602259188,976.4205932617,16.5361541318,37.7969523817,1.0610851847,0,233.8689575195,0.1614789218,0,,,,,,,,,,,,,,
2014,3,2,12,30,242,747,863,226,782,876,0,28.4488288232,975.7139892578,15.2184793076,33.8458703455,1.0767761333,0,255.6863555908,0.3894828558,0,,,,,,,,,,,,,,
2014,3,2,13,30,291,624,797,223,773,850,0,28.5283042218,974.7265625,14.7134422653,35.8599119883,1.0945690719,0,265.3389282227,0.4678084254,0,,,,,,,,,,,,,,
2014,3,2,14,30,238,667,726,212,736,750,-1,27.8695834174,973.8217163086,14.9703488051,43.0045363047,1.1087017678,0,265.3864746094,0.4157313704,0,,,,,,,,,,,,,,
2014,3,2,15,30,202,604,564,190,662,586,-1,26.4253897435,973.4239501953,16.0460709579,53.2386705398,1.1193883053,0,265.0502624512,0.2813590169,0,,,,,,,,,,,,,,
2014,3,2,16,30,164,499,375,153,525,375,-1,24.2318777806,973.2487182617,18.3105065751,65.0984064348,1.1382591885,0,214.7909851074,0.0467542596,0,,,,,,,,,,,,,,
2014,3,2,17,30,98,159,132,91,271,148,3,21.0194420635,973.6467895508,31.3298188782,77.8110035509,1.1642190657,0,95.6367340088,0.6306068897,0,,,,,,,,,,,,,,
2014,3,2,18,30,0,0,0,0,0,0,2,19.5301289879,973.9711303711,32.7575464904,90.9705728218,1.1897233321,0,94.5882720947,1.4472190142,0,,,,,,,,,,,,,,
2014,3,2,19,30,0,0,0,0,0,0,1,18.6268748953,974.5756225586,31.1790234826,104.3440902954,1.2149490147,0,95.9782714844,2.1634097099,0,,,,,,,,,,,,,,
2014,3,2,20,30,0,0,0,0,0,0,0,17.7655219346,974.8715209961,32.3107470454,117.7353244728,1.237971654,0,94.5539932251,2.555457592,0,,,,,,,,,,,,,,
2014,3,2,21,30,0,0,0,0,0,0,0,16.9704558893,975.1265258789,33.2140843661,130.9255290085,1.2391345463,0,93.834854126,2.7768421173,0,,,,,,,,,,,,,,
2014,3,2,22,30,0,0,0,0,0,0,0,16.2159343133,974.5650024414,34.2042785596,143.5014777959,1.2269056817,0,93.4839324951,2.9519305229,0,,,,,,,,,,,,,,
2014,3,2,23,30,0,0,0,0,0,0,0,15.4694812386,974.3179321289,35.4825269142,154.371466514,1.2039451608,0,93.1883163452,3.0429461002,0,,,,,,,,,,,,,,
2014,3,3,0,30,0,0,0,0,0,0,0,14.7476580882,973.776550293,37.165715459,160.3283759675,1.1753406029,0,94.6785354614,2.9743852615,0,,,,,,,,,,,,,,
2014,3,3,1,30,0,0,0,0,0,0,0,14.0595618361,973.5531005859,38.8630585261,157.1009764902,1.148487602,0,98.3038864136,2.7959237099,0,,,,,,,,,,,,,,
2014,3,3,2,30,0,0,0,0,0,0,0,13.4289443631,973.3204956055,40.4177445525,147.3160817115,1.1286817547,0,106.9204101563,2.6128284931,0,,,,,,,,,,,,,,
2014,3,3,3,30,0,0,0,0,0,0,0,12.8558215952,973.1374511719,41.6451880984,135.1095495735,1.1364021112,0,116.1127929688,2.5488920212,0,,,,,,,,,,,,,,
2014,3,3,4,30,0,0,0,0,0,0,0,12.3211864678,973.490234375,42.9975348958,122.049100591,1.1495695367,0,123.419342041,2.5390028954,0,,,,,,,,,,,,,,
2014,3,3,5,30,0,0,0,0,0,0,0,11.8350143738,974.2935791016,44.3580625775,108.6833304664,1.1682647425,0,130.3811035156,2.5147647858,0,,,,,,,,,,,,,,
2014,3,3,6,30,0,0,0,0,0,0,0,12.2283935495,975.1687011719,44.0822766667,95.2705259168,1.1959208222,0,138.4549407959,2.5106167793,0,,,,,,,,,,,,,,
2014,3,3,7,30,61,79,73,60,153,82,0,15.135820345,976.0283203125,36.9138604935,81.9959453928,1.2303327403,0,146.126449585,2.3815004826,0,,,,,,,,,,,,,,
2014,3,3,8,30,168,355,295,137,458,301,0,18.891186884,976.9966430664,29.9360110667,69.0731331456,1.2641076931,0,151.5493774414,2.1098566055,0,,,,,,,,,,,,,,
2014,3,3,9,30,183,611,518,180,622,520,0,23.6757022282,977.3217163086,19.6655201959,56.8298210408,1.2829252902,0,157.3482666016,2.4739735126,0,,,,,,,,,,,,,,
2014,3,3,10,30,206,702,695,205,712,701,0,25.9766575489,977.3990478516,17.1281998056,45.8811783246,1.2973721614,0,165.9493408203,2.2223701477,0,,,,,,,,,,,,,,
2014,3,3,11,30,220,759,823,220,759,823,0,26.8849647252,976.7172241211,16.3615224669,37.4310948308,1.3080213899,0,175.7483978271,2.0312700272,0,,,,,,,,,,,,,,
2014,3,3,12,30,225,776,873,225,776,873,0,27.0801373138,975.6147460938,16.1351163921,33.4606596562,1.3227214475,0,187.1853179932,1.8595817089,0,,,,,,,,,,,,,,
2014,3,3,13,30,222,767,847,222,767,847,0,27.0292847791,974.9063720703,16.0769379398,35.5160117386,1.3409656428,0,197.0523376465,1.6514523029,0,,,,,,,,,,,,,,
2014,3,3,14,30,211,730,748,211,730,748,-1,26.5742017859,973.7015991211,16.3581733599,42.7316610175,1.352761353,0,196.184173584,1.2718061209,0,,,,,,,,,,,,,,
2014,3,3,15,30,311,209,437,189,657,584,-1,25.7964619591,973.1840209961,17.0403539101,53.0267195892,1.3436841718,0,183.784362793,0.9686208963,0,,,,,,,,,,,,,,
2014,3,3,16,30,192,384,355,153,522,375,0,24.1889603102,973.1435546875,18.8647802812,64.9290431907,1.331312928,0,159.7268676758,0.9258027077,0,,,,,,,,,,,,,,
2014,3,3,17,30,98,138,128,91,272,149,2,21.5306327246,973.700378418,28.3482984373,77.6691831888,1.3174408429,0,128.2604217529,1.3891992569,0,,,,,,,,,,,,,,
2014,3,3,18,30,0,0,0,0,0,0,1,20.2628974177,974.087890625,29.0196093507,90.8442552061,1.3062791245,0,117.3103179932,2.1739311218,0,,,,,,,,,,,,,,
2014,3,3,19,30,0,0,0,0,0,0,0,19.4802531094,974.7750854492,27.8990885343,104.2242463948,1.3013071441,0,115.4175491333,2.9422237873,0,,,,,,,,,,,,,,
2014,3,3,20,30,0,0,0,0,0,0,0,18.551046319,975.0372924805,29.384020362,117.6109364833,1.3023924515,0,116.3028869629,3.3209528923,0,,,,,,,,,,,,,,
2014,3,3,21,30,0,0,0,0,0,0,0,17.5346604931,975.0551147461,31.6565175117,130.7823218825,1.3232028954,0,117.6719741821,3.527320385,0,,,,,,,,,,,,,,
2014,3,3,22,30,0,0,0,0,0,0,0,16.6268117549,974.8347167969,33.9962209681,143.315693757,1.338397383,0,119.3344268799,3.6290504932,0,,,,,,,,,,,,,,
2014,3,3,23,30,0,0,0,0,0,0,0,15.8149994798,974.0893554688,36.3362761223,154.1016512826,1.3441078762,0,122.3054504395,3.629355669,0,,,,,,,,,,,,,,
2014,3,4,0,30,0,0,0,0,0,0,1,15.0745571636,973.5357055664,38.5975525278,159.9531727629,1.3432205881,0,126.5339431763,3.5588643551,0,,,,,,,,,,,,,,
2014,3,4,1,30,0,0,0,0,0,0,1,14.3470287575,973.0377197266,41.0296338423,156.7423061655,1.3440409415,0,131.9587097168,3.3760461807,0,,,,,,,,,,,,,,
2014,3,4,2,30,0,0,0,0,0,0,1,13.7847434999,972.8756713867,43.011472649,147.0287334184,1.3547461638,0,135.4443969727,3.1980903149,0,,,,,,,,,,,,,,
2014,3,4,3,30,0,0,0,0,0,0,1,13.2811809489,973.1738891602,44.7062748442,134.8664209852,1.3644284671,0,137.1039733887,2.9594883919,0,,,,,,,,,,,,,,
2014,3,4,4,30,0,0,0,0,0,0,1,12.8456134737,973.5823974609,46.0298125677,121.8275461587,1.3662321151,0,138.1878356934,2.7033913136,0,,,,,,,,,,,,,,
2014,3,4,5,30,0,0,0,0,0,0,1,12.4778915493,974.4501342773,47.2901376723,108.4693301726,1.3543488317,0,139.189743042,2.4801545143,0,,,,,,,,,,,,,,
2014,3,4,6,30,0,0,0,0,0,0,1,12.9793811173,975.4414672852,46.0303411379,95.0542101744,1.3309962605,0,141.5935974121,2.2918069363,0,,,,,,,,,,,,,,
2014,3,4,7,30,66,110,82,62,158,85,1,16.1506370212,976.5032348633,38.2828488935,81.7687884103,1.3032896644,0,145.4467926025,1.956589818,0,,,,,,,,,,,,,,
2014,3,4,8,30,138,461,305,138,461,305,1,20.1414607327,976.8204345703,29.9197800394,68.8260367833,1.2758610211,0,148.6978149414,1.6619877815,0,,,,,,,,,,,,,,
2014,3,4,9,30,205,533,499,180,625,525,0,25.3211535069,977.216796875,18.1392017677,56.5520329346,1.2587991747,0,155.0076599121,2.2277145386,0,,,,,,,,,,,,,,
2014,3,4,10,30,230,653,688,206,715,707,-1,28.1875228497,976.6713867188,14.7872005762,45.5607163123,1.2518618782,0,163.4942016602,2.2033004761,0,,,,,,,,,,,,,,
2014,3,4,11,30,229,750,828,220,762,829,-1,29.9228656141,975.8452148438,13.4499914705,37.0632471277,1.2543491035,0,169.5969848633,2.1122844219,0,,,,,,,,,,,,,,
2014,3,4,12,30,226,779,879,226,779,879,0,30.8892173199,974.7634277344,12.7997752519,33.0737304842,1.2636265895,0,173.6091003418,1.9562929869,0,,,,,,,,,,,,,,
2014,3,4,13,30,223,770,853,223,770,853,0,31.0917960662,973.4537353516,12.6814543995,35.1720549579,1.2761042789,0,173.1143188477,1.7988163233,0,,,,,,,,,,,,,,
2014,3,4,14,30,211,733,753,211,733,753,0,30.4617446545,972.4732055664,13.1812591829,42.4601874944,1.2868344895,0,169.1628417969,1.6425223351,0,,,,,,,,,,,,,,
2014,3,4,15,30,194,653,589,190,660,589,0,28.9768573615,971.7506103516,14.4270443668,52.8166436616,1.3057233261,0,161.9135284424,1.5216747522,0,,,,,,,,,,,,,,
2014,3,4,16,30,191,430,375,154,525,378,0,26.7445687051,971.7530517578,16.6296887304,64.7614763472,1.322224942,0,152.2727813721,1.4497970343,0,,,,,,,,,,,,,,
2014,3,4,17,30,99,145,131,92,275,151,1,23.2395123725,972.1563720703,24.6709853847,77.5288476187,1.3491964068,0,127.8746185303,1.6240228415,0,,,,,,,,,,,,,,
2014,3,4,18,30,0,0,0,0,0,0,2,21.4826775647,972.5400390625,27.67740277,90.7188478881,1.3941758585,0,111.701461792,2.1529929638,0,,,,,,,,,,,,,,
2014,3,4,19,30,0,0,0,0,0,0,1,20.7641367903,973.0978393555,27.8661807326,104.1049214537,1.4486300827,0,105.7284927368,2.7510735989,0,,,,,,,,,,,,,,
2014,3,4,20,30,0,0,0,0,0,0,1,20.0709822622,973.5893554688,29.4801852536,117.4864074202,1.5050913149,0,106.7884674072,3.0548114777,0,,,,,,,,,,,,,,
2014,3,4,21,30,0,0,0,0,0,0,2,19.2289991927,973.8693237305,31.7388638195,130.6381286443,1.5223520667,0,109.4798812866,3.1769115925,0,,,,,,,,,,,,,,
2014,3,4,22,30,0,0,0,0,0,0,2,18.3555742197,973.6158447266,34.159675694,143.1278763722,1.5294869451,0,111.9453735352,3.318113327,0,,,,,,,,,,,,,,
